id,Titel,Body,Kategorie,Datum,Quelle
173,Trump calls allegations against Kavanaugh a 'con game',"President Donald Trump, fighting to shore up his nomination of Brett Kavanaugh to the U.S. Supreme Court in a divided Senate, on Tuesday called sexual misconduct allegations against the judge “a con game being played by the Democrats.” Trump’s escalation in his rhetoric defending Kavanaugh came as the Republican-led Senate Judiciary Committee announced the hiring of a woman lawyer who is “an expert sex crimes prosecutor” to question one of the nominee’s accusers, Christine Blasey Ford, at a high-stakes hearing scheduled on Thursday. The committee also scheduled a vote on Kavanaugh’s nomination for Friday at 9:30 a.m.. Senior Senate Republicans said a vote in the full Senate could happen as early as next Tuesday. In a break from convention, the outside lawyer, whose name was not released, will question Ford and Kavanaugh on behalf of the committee’s Republican senators, 11 white men. Typically, senators do the questioning themselves. Senate Republicans have chosen Rachel Mitchell, a sex crimes prosecutor in Maricopa County, Arizona, to conduct the questioning, the Wall Street Journal reported, citing an unnamed Republican aide. The move to bring in an outside attorney brought a rebuke from Senator Kamala Harris, a Democratic member of the Judiciary Committee.  “By hiring a private attorney to cross-examine Dr. Blasey Ford, Republicans are trying to intimidate her and avoid being held accountable by voters,” Harris said in a Twitter posting. Senate confirmation of Kavanaugh, a conservative federal appeals court judge chosen by Trump for a lifetime post on the high court, has been imperiled by the decades-old allegations by Ford and another woman, Deborah Ramirez. Verwandte ThemenMcConnell says Supreme Court nominee Kavanaugh will be confirmedLawyer, not Republican senators, to question Kavanaugh, accuser: lawmakerTrump questions credibility of second Kavanaugh accuser“We’re going to be moving forward,” Senate Majority Leader Mitch McConnell told reporters. “I’m confident we’re going to win, confident that he’ll be confirmed in the very near future.” Ford, a university professor in California, has accused Kavanaugh of sexually assaulting her in 1982 when both were high school students in Maryland. Ramirez accused Kavanaugh in an article published on Sunday in the New Yorker magazine of exposing himself to her at a drunken dormitory party during the 1983-84 academic year at Yale University. Kavanaugh has denied both allegations. Trump said Ford’s allegation was 36 years old “and nobody ever heard about it.” Of Ramirez’s allegation, Trump said: “And now a new charge comes up. And she says: ‘Well it might not be him.’ And there were gaps. And she said she was totally inebriated, and she was all messed up, and she doesn’t know it was him, but it might have been him.” “Oh, gee, let’s not make him a Supreme Court judge because of that? This is a con game being played by the Democrats,” Trump added. Asked whether Ramirez should also be allowed to testify, Trump said: “The second accuser has nothing.” In response to Trump’s comments, Ramirez’s attorney John Clune told CNN that “politicians are going to say what they want to say but that doesn’t mean what Debbie disclosed is not true.” The Kavanaugh confirmation fight comes just weeks before Nov. 6 congressional elections in which Democrats are trying to take control of Congress from Trump’s fellow Republicans, against a backdrop of the #MeToo movement fighting sexual harassment and assault. Kavanaugh’s confirmation would firm up conservative control of the Supreme Court and advance Trump’s goal of moving the high court and the broader federal judiciary to the right. FILE PHOTO: Supreme Court nominee Brett Kavanaugh testifies during the third day of his confirmation hearing before the Senate Judiciary Committee on Capitol Hill in Washington, U.S., September 6, 2018. REUTERS/Alex Wroblewski/File PhotoKavanaugh and his Republican allies have framed the allegations as part of a “smear campaign” by Democrats who have opposed his nomination from the beginning. ‘A DIFFERENT DECISION’ Republicans hold a slim 51-49 Senate majority, meaning Kavanaugh’s confirmation prospects may hinge on the votes of a handful of moderate Republican senators who have not yet announced their intentions, They include Senators Lisa Murkowski, Susan Collins and Jeff Flake. Comments by Murkowski on Tuesday after she met with McConnell could be an ominous sign for Kavanaugh. Murkowski told reporters: “We have kind of moved beyond the qualifications of the nominee, and it has become more about whether or not women who have been subject to any form of assault, violence, intimidation are to (be) believed. That’s a different decision than ‘is Judge Kavanaugh qualified?’” McConnell said the outside lawyer would question Ford “in a respectful and professional way.” The panel’s Democratic senators, four women and six men, were expected to question Ford and Kavanaugh but those details were still not final, Senator Dick Durbin said. Ford’s legal team on Monday had objected to the possibility Republicans would use an outside lawyer to question her. Ford, a psychology professor at Palo Alto University in California, said in an interview published in the Washington Post last week that Kavanaugh attacked her and tried to remove her clothing while he was drunk at a party when he was 17 years old and she was 15. In an interview with Fox News aired on Monday night, Kavanaugh said he “never sexually assaulted anyone,” had “always treated women with dignity and respect” and “did not have sexual intercourse or anything close to sexual intercourse in high school or for many years thereafter.” Regarding alcohol, he said he never drank so much that he could not remember what happened the night before. “I think all of us have probably done things we look back on in high school and regret or cringe a bit, but that’s not what we’re talking about. We’re talking about an allegation of sexual assault. I’ve never sexually assaulted anyone,” Kavanaugh said in the interview, sitting alongside his wife. “I’m a good person,” Kavanaugh added. Slideshow (2 Images)",Politik,2018-09-25 00:00:00,Reuters
174,"Trade deal largely spares Canada, Mexico from any Trump auto tariffs","The new U.S.-Mexico-Canada Agreement on trade will preserve President Donald Trump’s ability to impose threatened 25 percent global tariffs on autos while largely exempting passenger vehicles, pickup trucks and auto parts from Canada and Mexico, a side-letter to the agreement showed on Monday. FILE PHOTO: Chevrolet Equinox SUVs are parked awaiting shipment  by CN Rail next to the General Motors Co (GM) CAMI assembly plant in Ingersoll, Ontario, Canada October 13, 2017. REUTERS/Chris Helgren/File PhotoShould U.S. President Donald Trump impose “Section 232” autos tariffs on national security grounds, Mexico and Canada would each get a tariff-free passenger vehicle quota of 2.6 million passenger vehicles exported to the United States annually. Pickup trucks built in both countries will be exempted entirely, the side-letter said. Mexico will get an auto parts quota of $108 billion annually, while Canada will get a parts quota of $32.4 billion annually in the event of U.S. autos tariffs. The quotas are significantly above existing production volumes in each country, allowing for some export growth. ",Top-Nachrichten,2018-10-01 00:00:00,Reuters
175,New U.S.-Mexico-Canada trade deal to be signed in late November-U.S. official,"U.S. officials intend to sign a new trade agreement with Canada and Mexico at the end of November, after which it would be submitted to the U.S. Congress for approval, a senior U.S. official said on Sunday. FILE PHOTO: Dairy cows are seen on a farm in Saint-Valerien-de-Milton, southeast of Montreal, Quebec, Canada, August 30, 2018.  REUTERS/Christinne Muschi/File PhotoThe new agreement will be called USMCA, the United States-Mexico-Canada Agreement, the official told journalists on a conference call. ",Top-Nachrichten,2018-10-01 00:00:00,Reuters
176,"U.S., Canada confirm they have reached new trade deal with Mexico","The United States and Canada on Sunday confirmed they had reached a deal on a “new, modernized trade agreement,” which is designed to replace the 1994 NAFTA pact. In a joint statement the two nations said the new deal would be called the United States-Mexico-Canada Agreement (USMCA). ",Top-Nachrichten,2018-10-01 00:00:00,Reuters
177,Trump has approved deal with Canada to update NAFTA: source,"U.S. President Donald Trump has approved a deal to update the North American Free Trade Agreement (NAFTA), keeping the trilateral pact with Canada and Mexico, a source familiar with the decision said on Sunday. President Donald Trump gives a thumbs up to supporters as he arrives at WesBanco Arena during a Make America Great Again rally in Wheeling, West Virginia, U.S., September 29, 2018.            REUTERS/Mike Theiler",Top-Nachrichten,2018-10-01 00:00:00,Reuters
178,Indonesia to accept international help after devastating quake and tsunami,"Indonesia will accept international help for disaster response and relief after a major earthquake and tsunami hit Sulawesi island, killing at least 832 people, the head of the Indonesian investment board said on Twitter on Monday. People search through debris in a residential area following an earthquake and tsunami in Palu, Central Sulawesi, Indonesia September 30, 2018  in this photo taken by Antara Foto.    Antara Foto/Darwin Fatir/via REUTERSPresident Joko Widodo agreed to accept international help on Sunday night, Thomas Lembong said. Lembong said he would coordinate private sector help from around the world. Authorities scrambled to get food, aid and equipment into Sulawesi on Monday as the death toll appeared certain to rise, three days after the 7.5 magnitude quake and tsunami hit the island. Countries such as Thailand and Australia have already offered to help. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
179,"Four in 10 believe allegations against Kavanaugh, three in 10 do not: Reuters/Ipsos poll","Four in 10 Americans believe sexual misconduct allegations against U.S. Supreme Court nominee Brett Kavanaugh, while three in 10 do not and the rest do not know, according to a Reuters/Ipsos poll that split largely along party lines. Judge Brett Kavanaugh testifies during the Senate Judiciary Committee hearing on his nomination be an associate justice of the Supreme Court of the United States, on Capitol Hill in Washington, DC, U.S., September 27, 2018. Tom Williams/Pool via REUTERSThe poll, released on Sunday, follows an emotionally charged week in Washington, during which Kavanaugh’s once-certain confirmation was jeopardized after three women made allegations against him, including accusations of assault and exposing himself in public in the 1980s.  Kavanaugh, a conservative federal appeals court judge nominated to the country’s top court by U.S. President Donald Trump, has denied those allegations. The FBI has opened an investigation after Trump bowed to pressure from moderate Senate Republicans. The poll found that 42 percent of adults said they believed the accusations, including about the same number of men and women. Thirty-one percent do not believe them and 27 percent said they “don’t know” what to believe.  The responses were divided largely along partisan lines - about two-thirds of Democrats said they believed the allegations and nearly two-thirds of Republicans said they did not.  One of the women accusing Kavanaugh of misconduct, Christine Blasey Ford, told the Senate Judiciary Committee last week that when they were teenagers in 1982, Kavanaugh and a friend pushed her into a room and that he held her down and tried to take off her clothes.  Ford said she feared that she would be raped and accidentally killed.  Kavanaugh told the committee afterward that he considered the allegations part of a “calculated and orchestrated political hit” from Democrats who do not want him confirmed. He said he did not know any of the women who have accused him of wrongdoing and he produced calendars from the time that he said exonerated him. A recent YouGov poll found that the country was split over the testimony that Kavanaugh and Ford presented to the panel, with 41 percent saying that they believed Ford and 35 percent saying they believed Kavanaugh. The Reuters/Ipsos poll, which was conducted after the allegations were publicized, also found that 41 percent of adults opposed Kavanaugh for the Supreme Court. That was up about 5 percentage points from a similar poll conducted from Sept. 18-24.  When it came to the allegations of sexual misconduct, the poll found that Americans who are younger, more educated and single were more likely to believe the allegations than those who are older, less educated and married.  The poll was conducted online in English from Sept. 26-30 throughout the United States. It gathered responses from 2,478 American adults, including 983 who identify as Democrats and 818 who identify as Republicans. It has a credibility interval, a measure of precision, of 2 percentage points. ",Politik,2018-09-30 00:00:00,Reuters
180,"Canada, U.S. reach framework deal on NAFTA: source","The United States and Canada have reached a framework deal to update the North American Free Trade Agreement, a Canadian source said late on Sunday. FILE PHOTO: A commercial truck with a Canada, United States and Mexico flag on its side is seen crossing over the Ambassador Bridge into Windsor, Ontario from Detroit, Michigan U.S. August 29, 2018.  REUTERS/Rebecca Cook/File PhotoIt involves offering more dairy access to U.S. farmers, as well as Canada agreeing to a side-letter arrangement effectively capping automobile exports to the United States, the source said. ",Top-Nachrichten,2018-10-01 00:00:00,Reuters
181,China cancels security talks with United States,"China has canceled a security meeting with U.S. Secretary of Defense Jim Mattis that had been planned for October, a senior U.S. official said on Sunday, days after a top Chinese official said there was no reason to panic over tensions between the countries. The American flag flies near the national emblem of China outside of the Bayi Building before a welcome ceremony for U.S. Defense Secretary Jim Mattis in Beijing, Wednesday, June 27, 2018 Mark Schiefelbein/Pool via ReutersThe official, who is involved in China policy and spoke on condition of anonymity, said it was not clear if or when the meeting would be rescheduled. The cancellation was first reported by the New York Times. The official said it was not clear whether the cancellation was because of the broad range of disputes between Beijing and Washington on issues such as arms sales and military activity in the South China Sea and other waters around China. China and the United States are also locked in a spiraling trade war that has seen them level increasingly severe rounds of tariffs on each other’s imports. “The tension is escalating, and that could prove to be dangerous to both sides,” the official said. The U.S. State Department declined comment. Officials at the White House and Department of Defense did not immediately respond to a request for comment. China’s Foreign and Defense Ministries also did not immediately respond to a request for comment. Sources in Beijing briefed on the matter said last week the security meeting may not take place because of the tensions in relations between the two countries. The Chinese government’s top diplomat, Wang Yi, said on Friday there was “no cause for panic” over friction between Beijing and Washington, but warned that China would not be blackmailed or yield to pressure over trade. At a U.N. Security Council meeting on Wednesday, President Donald Trump accused Beijing of seeking to meddle in the Nov. 6 U.S. congressional elections to stop him and his Republican Party from doing well because of his China trade policies. Trump provided no evidence for his allegation. At the same meeting, Wang rejected the charge. ",Weltnachrichten,2018-10-01 00:00:00,Reuters
182,"U.S., Canada 'very close' to reaching NAFTA deal: U.S. official","U.S. and Canadian negotiators were “very close” late on Sunday to reaching a deal to update the North American Free Trade Agreement after spending the weekend on last-ditch talks, a U.S. official said, speaking on condition of anonymity. FILE PHOTO: Flags of the U.S., Canada and Mexico fly next to each other in Detroit, Michigan, U.S. August 29, 2018.  REUTERS/Rebecca Cook/File Photo",Top-Nachrichten,2018-10-01 00:00:00,Reuters
183,Trump administration plans to sue California over net neutrality law: Washington Post,"The Trump administration plans to sue California over the new net neutrality law the state enacted on Sunday, according to an article in the Washington Post. The lawsuit will be brought by the Justice Department, the report said, and comes after California enacted a law opposing internet service providers from blocking or throttling traffic or offering paid fast lanes, also known as paid prioritization. Representatives from the White House and Department of Justice did not immediately respond to a request for comment. ",Politik,2018-10-01 00:00:00,Reuters
184,"Trump on Twitter (Sept 24) - U.S.-Korea Agreement, UNGA, Democrats","The following statements were posted to the verified personal Twitter account of U.S. President Donald Trump (@realDonaldTrump) U.S. President Donald Trump participates in a signing ceremony for the U.S.-Korea Free Trade Agreement with South Korean President Moon Jae-in on the sidelines of the 73rd United Nations General Assembly in New York, U.S., September 24, 2018. REUTERS/Carlos BarriaThe opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - “Remarks by President Trump at ‘Global Call to Action on the World Drug Problem’ Event” #UNGA 45.wh.gov/FaDM6c [1017 EDT] - Today, we commit to fighting the drug epidemic together! #UNGA [1255 EDT] - It was my great honor to welcome and meet with President @moonriver365 Jae-in of South Korea today, in New York City! 45.wh.gov/VeuCcD  #UNGA [1642 EDT] - US-Korea Free Trade Agreement Signing Ceremony! [1644 EDT] - Brett Kavanaugh and his wife, Ashley, will be interviewed tonight at 7pmE on @marthamaccallum @FoxNews. This is an outstanding family who must be treated fairly! [1733 EDT] - Joint Statement on the United States-Korea Free Trade Agreement: 45.wh.gov/HksKua [1746 EDT] - It was my great honor to welcome President @AlsisiOfficial of Egypt to the United States this afternoon, in New York City. Great meetings! #UNGA [1833 EDT] - (Video tweet: bit.ly/2O58dnQ) [2022 EDT] - REMEMBER THE MIDTERMS! [2238 EDT] - The Democrats are working hard to destroy a wonderful man, and a man who has the potential to be one of our greatest Supreme Court Justices ever, with an array of False Accusations the likes of which have never been seen before! [2250 EDT] -- Source link: (bit.ly/2jBh4LU) Compiled by Bengaluru bureau",Politik,2018-09-24 00:00:00,Reuters
185,"After chaotic day, Rosenstein stays in job but will meet with Trump","President Donald Trump and U.S. Deputy Attorney General Rod Rosenstein, who oversees the special counsel investigation into Russia’s role in the 2016 presidential election, will meet on Thursday to discuss whether Rosenstein will stay in his job. Rosenstein had spent the weekend contemplating whether he should resign after a New York Times report last week said he had suggested secretly recording Trump in 2017, a source told Reuters. The White House announced the meeting on Monday after a flurry of conflicting media reports about whether Rosenstein, a frequent target of Trump’s anger, would be leaving the post.  “At the request of Deputy Attorney General Rod Rosenstein, he and President Trump had an extended conversation to discuss the recent news stories,” White House spokeswoman Sarah Sanders said on Twitter. Trump, who is in New York for the U.N. General Assembly, told reporters he would meet with Rosenstein on Thursday when he returns to Washington. “We’ll be meeting at the White House and we’ll be determining what’s going on,” Trump said. “We want to have transparency, we want to have openness, and I look forward to meeting with Rod at that time.” Verwandte ThemenFactbox: Who would oversee the Mueller investigation after Rosenstein?Instant View: Deputy Attorney General Rosenstein heads to White House amid reports he will resignThe Rosenstein furor, kicked off by unconfirmed reports that he had verbally resigned, underscored the mounting tension in the White House over the investigation by special counsel Robert Mueller into Russia’s role in the 2016 presidential election. There had been widespread speculation that Trump would fire Rosenstein since Friday when a New York Times report said that in 2017 Rosenstein had suggested secretly recording the president and recruiting Cabinet members to invoke a constitutional amendment to remove him from office. The Times said none of those proposals came to fruition.  Rosenstein denied the report as “inaccurate and factually incorrect.” Shortly after the Times story, Trump told supporters at a rally in Missouri that there is “a lingering stench” at the Justice Department and that “we’re going to get rid of that, too.”     FATE OF INVESTIGATION Rosenstein’s departure would prompt questions about the future of Mueller’s investigation and whether Trump, who has called the probe a “witch hunt,” would seek to remove Mueller. The investigation has resulted in indictments or guilty pleas from 32 people. The Rosenstein furor came just six weeks ahead of the Nov. 6 congressional elections, and his removal could become an explosive political issue as Trump’s fellow Republicans try to keep control of Congress. Thursday’s meeting between Trump and Rosenstein is set for the same day that Trump’s Supreme Court nominee, Brett Kavanaugh, and the woman who has accused him of sexual misconduct are scheduled to testify at a Senate hearing. FILE PHOTO: Deputy U.S. Attorney General Rod Rosenstein speaks during the Bureau of Justice Assistance's rollout for the ""Fentanyl: The Real Deal"" training video in Washington, U.S., August 30, 2018. REUTERS/Chris WattieIf Rosenstein resigns, Trump has more leeway on replacing him while firing him would make it harder for Trump to designate a successor. Rosenstein’s future ignited a series of conflicting reports on Monday, with the Axios news website cited an unidentified source with knowledge of the matter as saying he had verbally resigned to White House Chief of Staff John Kelly. Other reports said Rosenstein expected to be fired while NBC News reported Rosenstein said he would not resign and the White House would have to fire him. U.S. Treasury yields fell as much as 2 basis points after the Axios report, signaling investor concern but later pared losses. The S&P 500 also ticked down briefly but recovered most of its losses.  Rosenstein has defended Mueller and been a target of Trump since he assumed supervision of the Russia investigation after his boss, Attorney General Jeff Sessions, recused himself because of his own contacts with Russia’s ambassador to Washington while serving as a Trump campaign adviser became public. Trump also has blasted Sessions frequently and said last week “I don’t have an attorney general.” Former FBI Deputy Director Andrew McCabe said he was “deeply concerned” about the reports of Rosenstein stepping down, saying his departure would put the federal probe into Russian election activities at risk. “There is nothing more important to the integrity of law enforcement and the rule of law than protecting the investigation of Special Counsel (Robert) Mueller,” McCabe said in a statement. McCabe was fired by Sessions in March after the Justice Department’s internal watchdog accused him of misconduct. McCabe charged that he was targeted for being a witness into whether Trump tried to obstruct the probe into alleged Russian meddling in the 2016 presidential election. Slideshow (6 Images)Rosenstein served for 12 years as the chief federal prosecutor in Maryland under both Democratic and Republican presidents before becoming deputy attorney general in April 2017. Trump appointed him after firing Sally Yates, who served as deputy attorney general under Democratic former President Barack Obama and as acting attorney general under Trump. He dismissed her 10 days after taking office, after she refused to defend his executive order banning people from several Muslim-majority countries from entering the United States. ",Politik,2018-09-24 00:00:00,Reuters
186,Instant View: Deputy Attorney General Rosenstein heads to White House amid reports he will resign,"U.S. Deputy Attorney General Rod Rosenstein, who oversees the special counsel investigation into Russia’s role in the 2016 presidential election, headed to the White House on Monday amid reports he has offered to resign in anticipation of being fired by President Donald Trump, media reports said. FILE PHOTO: Deputy U.S. Attorney General Rod Rosenstein announces grand jury indictments of 12 Russian intelligence officers in special counsel Robert Mueller's Russia investigation, during a news conference at the Justice Department in Washington, U.S., July 13, 2018. REUTERS/Leah Millis/File PhotoCOMMENTS: PETER TUZ, PRESIDENT OF CHASE INVESTMENT COUNSEL IN CHARLOTTESVILLE, VIRGINIA:  “It does bring up the chaos-in-the-White House thoughts again, which just doesn’t instill a whole lot of confidence about the administration nor the results of the midterm election coming up in a six-week period or so, making the odds of a Democratic takeover of the House even more certain and putting the Senate in a little bit more play as well.” “Following up with the whole Kavanaugh thing, it is just chaos in the White House and we like a stable White House as opposed to a chaotic one.” “Even though the economy is doing well, the stock market hit all-time highs last week, just this kind of turmoil tells me that there are some people who might want to take some money off the table.” MARK GRANT, MANAGING DIRECTOR AND CHIEF GLOBAL STRATEGIST AT B. RILEY FBR, INC, FT LAUDERDALE, FLORIDA:  “If Rosenstein resigns, as opposed to being fired, then I expect very little market impact. It is certainly his right to resign. If it turns out that Rosenstein is fired then the markets may react to President Trump making the decision and what it might mean for Mr. Mueller’s tenure. There is a large question now also about the longevity of Mr. Sessions and it is never good when the government shows signs of mayhem. All of this could have a negative effect on the dollar. In terms of the midterms, I think the jury is still out. Public sentiment could swing quickly one way or another as details come out about Judge Kavanaugh’s situation along with the public’s perception of the DOJ and the FBI. I am not a believer yet in some sort of “Blue Wave.”  “I can say, that after 44 years on the Street, that the markets do not like commotion, uncertainty and chaos and all three seem to be present now. It may not be “Buyer Beware,” but anyone with a portfolio of equities or debt should be in the “Owner Beware” position.” KEN POLCARI, DIRECTOR OF THE NYSE FLOOR DIVISION AT O’NEIL SECURITIES IN NEW YORK:  “I would imagine that is kind of what dragged the market lower even though in and of itself it doesn’t price stocks. But the news is negative enough to put pressure on the market along with the China tariffs and Kavanaugh stuff.  “The Rosenstein stuff is just another negative story that is piling on top of the other negative stories out there today, China obviously being the biggest negative, that is the one that really has the potential to price stocks. Kavanaugh and Rosenstein don’t have the potential to price stocks but they do have the potential to add more negative conversation. It gives people a reason to take money off the table.  “I don’t necessarily think it’s a complete disaster, once investors start to put the Kavanaugh stuff and the Rosenstein stuff in its rightful place, stocks will find a rebalance and they will stop selling off. Nothing has happened here that we didn’t know was going to happen. The 10 percent tariffs went into effect, then the Chinese retaliatory tariffs went into effect – that is not new news – everyone knew it was going to happen. That is why most of it is just a knee-jerk reaction.” MICHAEL O’ROURKE, CHIEF MARKET STRATEGIST, JONESTRADING, GREENWICH, CONNECTICUT:     “The Rosenstein headline seemed to be what created the last push down (in stocks)... I think it’s just further lack of clarity from the administration and the direction it’s going. I don’t think people are truly alarmed yet, but that’s probably in the back of people’s minds.     “But people are in a holding pattern here. There is that looming fear that the administration will accelerate the (next round of tariffs), so it makes it hard to go out and buy if you know there’s another potentially negative headline to come out.” JOE MANIMBO, SENIOR MARKET ANALYST, WESTERN UNION BUSINESS SOLUTION, WASHINGTON: “It’s not a complete shock that Rosenstein resigned given the recent headlines. This is certainly keeping political uncertainty at an elevated level before the mid-term elections and a reason for caution in financial markets. If things get out of hand, I expect the dollar to get some additional support here, on top of the rate outlook from the Federal Reserve.” TOM SIMONS, MONEY MARKET ECONOMIST AT JEFFERIES & CO. IN NEW YORK “It seems like that’s what’s moving the Treasury market, but to be honest, I’m not sure why the move is so big. It appears that stocks are coming off, which may or may not be related to the news. But in light of that the Treasury rally makes sense.  “It creates a lot of uncertainty about what’s going to happen with the Mueller investigation, but I’m surprised that this would be a risk-off move. In some sense, Trump is very good for the economy and markets. If he were to appoint someone to replace Rosenstein and that were to weaken the teeth of the Mueller investigation, you would think that would clear the way for more pragmatism on the economy and less distraction from the investigation.  It’s possible it’s just a bit of a shock, and I wouldn’t be surprised if this reverses once people put that into perspective.”  MARKET REACTION: STOCKS: Stocks extended losses on the news, with the S&P hitting a session low, down 0.5 percent, but then retraced some losses and was last down 0.3 percent.  BONDS: Benchmark treasury yields slipped, but then regained some ground, with the 10-year last at 3.0777.  FOREX: The dollar index lost ground but then regained some, and was last down 0.2 percent.  ",Politik,2018-09-24 00:00:00,Reuters
187,Macedonia name referendum fails to reach turnout threshold: election commission,"A referendum to change the name of Macedonia failed to secure the 50 percent turnout required to make the vote valid, the head of the election commission said on Sunday. A man casts his ballot for the referendum in Macedonia on changing the country's name that would open the way for it to join NATO and the European Union in Skopje, Macedonia September 30, 2018. REUTERS/Marko Djurica“On this referendum it is clear that the decision has not been made,” election commission head Oliver Derkoski told reporters. ",Weltnachrichten,2018-09-30 00:00:00,Reuters
188,White House adviser Conway: 'I'm a victim of sexual assault',"Kellyanne Conway, an adviser to President Donald Trump, said on Sunday that she was the victim of sexual assault and that women who survive such experiences should be heard. FILE PHOTO: White House counsellor Kellyanne Conway takes part in a forum called Generation Next at the Eisenhower Executive Office Building in Washington, U.S., March 22, 2018. REUTERS/Leah Millis/File Photo“I feel very empathetic, frankly, for victims of sexual assault and sexual harassment and rape,” Conway told CNN while defending the Supreme Court nomination of Brett Kavanaugh, who has been accused of sexual assault by one woman and sexual misconduct by two other women. “I’m a victim of sexual assault,” Conway said. Conway and White House officials did not immediately respond to a request for comment from Reuters. The court nomination has been upended by the allegations, and President Donald Trump was forced to order the FBI to look into them after several moderate Republicans, whose votes could be crucial for Kavanaugh’s confirmation, called for a probe. One Kavanaugh accuser, Christine Blasey Ford, detailed her allegation in testimony before a Senate panel on Thursday that Kavanaugh sexually assaulted her when the two were in high school in the 1980s. Appearing afterward before the committee, Kavanaugh repeated his categorical denial. The swirling allegations have led other sexual assault victims to come forward to tell their stories. Conway suggested on Sunday that the ire of many victims was improperly pointed at Republican supporters of Kavanaugh, as opposed to the perpetrators of the assaults. “It’s not a meeting of the #MeToo movement,” she told CNN. “It’s raw partisan politics.” For the past 12 months, women and men have shared stories of sexual harassment and abuse under the social media hashtag ‘#MeToo.’ In that time, the careers of a number of prominent men in entertainment, politics and finance have been toppled in the face of accusations of sexual misconduct. ",Politik,2018-09-30 00:00:00,Reuters
189,Main Iraqi Kurdish party says it may reject regional election result,"One of the dominant Kurdish parties in northern Iraq said it might not recognize the results of Sunday’s parliamentary election and then appeared to backtrack, injecting uncertainty into a region demoralized by a failed independence bid. The Patriotic Union of Kurdistan (PUK) said in a statement its decision to ignore results in several provinces, which have yet to be announced, was based on what it described as violations in the voting process.  The statement was later withdrawn but Karwan Anwar, the head of the PUK media office, told Reuters that the party would reject results in all provinces. Some party officials, including Deputy Prime Minister Qubad Talabani, said it was too early to judge the results. The PUK is competing with its long-time rival the Kurdistan Democratic Party (KDP) in the election as discontent grows with perceived corruption and economic hardship. With a weak opposition, the political dynasties were expected to enjoy a smooth extension of their power in the land of six million people, which gained semi-autonomous status after the 1991 Gulf War. Allegations of fraud, also being leveled by the main opposition Gorran Movement, will unsettle Kurds who hoped the poll would end turbulence and deliver stability. Veteran KDP leader Masoud Barzani has managed to retain a support base even though he led an independence bid that brought hardship for the Kurds after military and economic retaliation from Baghdad. Splits within the PUK could give the KDP the upper hand in their power-sharing arrangement, which has been fraught with tensions. The two sides fought a civil war in the 1990s. The Kurdish election commission issued instructions overnight to voters on what type of identification is required for voting, in an attempt to prevent fraud, it said.  In a statement, Gorran accused the PUK of “taking measures that are a serious threat to the credibility of the parliamentary election” such as forcing election administrators to allow people to vote with fraudulent certificates. PUK officials were not immediately available for comment. Iraqi Kurdish security chief Masrour Barzani, casts his vote, during parliamentary elections in the semi-autonomous region, on the outskirts of Erbil, Iraq September 30, 2018. REUTERS/Azad LashkariElection observers and Reuters correspondents noted irregularities.  In one example, three political party observers told Reuters a group of 30 men carrying knives barged into a polling center in Sulaimaniya and demanded to vote, even though they did not have the required documents. The men, whose loyalties were unclear, stormed a voting room, broke open ballot boxes and walked off with the ballots, said the observers.  While criticism of the ruling Kurdish establishment  -  dominated for decades by the Barzani and the Talabani families - has grown more vocal, a struggling opposition has been unable to alter the political landscape or influence policies.  “I don’t know who I will vote for, but our family has always supported the KDP. My son will pick a candidate for me,” said Halima Ahmed, 65, as she walked with a cane in the city of Erbil, the seat of the Kurdistan Regional Government (KRG). Preliminary results are expected within 72 hours. There are 111 seats being contested in the election, including 11 reserved for ethnic minorities.  LOW PARTICIPATION Reuters correspondents who visited several polling stations in the main cities of Erbil and Sulaimaniya throughout the day noted low turnout. “The participation rate is very weak,” said lawyer and independent observer Belnd Omar. The number of voters has shrunk in recent elections as the region’s stagnant politics, unpaid public sector salaries and corruption have undermined the population’s faith in politics. Kurdish opposition parties did poorly when Iraq held federal elections in May. But multiple allegations that the KDP and PUK had committed election fraud  - not confirmed in a subsequent recount - may sway some voters in their favor.   Gorran, the main opposition movement, has been hit by infighting and the death of its founder and leader Nechirvan Mustafa last year. The disarray has not discouraged some Kurds who are tired of the status quo.   “If there’s no fraud in this election, I’ll feel good about it. But the parties in power always want to commit fraud, it’s the only way they stay in power,” said lawyer Hassan Dalloush, 65, in the PUK stronghold of Sulaimaniya. Slideshow (15 Images)“I will never vote for the parties in power. Today I voted for the opposition.” ",Weltnachrichten,2018-09-30 00:00:00,Reuters
